,original_cell_type,coarse_cell_type,z87,z91,z117,z104,z80,z88,z123,z3,z23,z58,z97,z21,z57,z18,z48,z85,z112,z29,z72,z90,z8,z79,z69,z109,z7,z76,z52,z9,z43,z27,z111,z17,z4,z6,z93,z74,z37,z70,z100,z119,z107,z11,z25,z20,z35,z63,z38,z127,z84,z102,z24,z83,z65,z99,z68,z101,z98,z106,z50,z0,z120,z92,z40,z105,z51,z75,z62,z42,z66,z73,z122,z15,z115,z31,z2,z89,z54,z113,z44,z121,z81,z46,z28,z33,z124,z5,z36,z14,z12,z59,z49,z94,z116,z56,z13,z41,z45,z16,z114,z10,z95,z19,z30,z71,z82,z110,z22,z77,z60,z64,z1,z26,z67,z32,z103,z108,z86,z34,z53,z125,z47,z55,z61,z96,z39,z118,z126,z78
k5_cluster_1,"effector memory CD8-positive, alpha-beta T cell",k5_cluster_1,-3.1018038,-4.4395986,-1.581173,-1.8032608,-2.113429,-1.7239971,-1.1900673,-3.039773,-0.7795768,-9.920233,-2.2398572,-1.2430925,-2.814783,-0.8604164,-0.8471074,-1.6127129,0.33165073,-0.39978695,-1.7002897,-3.0410252,-1.0972443,-1.9167018,-1.4338646,-0.88238096,-0.2615056,-0.28780985,-0.09651327,-1.103167,-0.85134506,-1.2365742,0.5987797,-1.0578704,-1.0546393,-1.6572618,-0.8293829,-0.5552769,-0.68458414,0.18341255,0.1410737,-1.6640358,1.3879075,-0.6835046,-0.21154547,-0.26416445,-0.03947544,-4.602955,-1.0675669,-0.4680748,0.040221214,0.121831894,0.16833973,0.06553984,0.1361208,0.032544136,0.1979537,-0.21411037,-0.021781445,-0.5226288,-0.09323931,0.7371998,-0.30316353,-2.3920918,1.1053033,-1.5651956,-0.9047079,-0.5495038,-2.04982,-0.7999468,-0.021671295,-0.2214961,-0.15876484,-0.7252321,-0.5905361,0.11179447,0.2549839,-1.0763793,0.13414001,0.35381508,-0.1652236,-0.0800004,-1.594317,-0.95531845,0.701354,0.5927777,0.93120146,1.4673319,2.5637512,1.864893,1.8754072,0.7523351,-10.282568,-7.50778,-0.36453104,0.4013157,1.598608,2.412859,1.3067436,0.35175276,0.2458806,0.31440735,1.5575209,0.79652214,-0.3158698,0.91765356,1.7736616,2.0555692,0.17475367,0.12725401,-0.5997968,-0.3346076,-0.7592635,0.37238503,-0.68741846,0.6526499,0.98725986,0.012776852,0.5041914,0.5398941,1.3832436,-0.07609367,1.454587,0.5071583,0.1272378,0.49320507,0.74346876,0.6492014,1.9705257,1.3813515
k5_cluster_1,"naive thymus-derived CD4-positive, alpha-beta T cell",k5_cluster_1,-1.8613162,-0.98123074,-1.5348611,-0.9454241,-1.2617531,-2.0293083,-1.4882984,-0.3402729,-1.7020931,-3.9409738,-4.6241245,-7.964506,0.68438005,-0.6010456,-0.110918045,-1.6762528,-0.06742382,-0.10365391,-1.2842546,-5.2907763,-2.9133487,-2.9043608,-1.5262117,-0.17834473,-0.29876757,-0.8004408,0.16471529,0.42030764,-0.42209435,-0.17235422,-0.64572287,0.39300632,0.014845848,-0.8669524,0.34222078,-0.7175927,-1.4578934,-0.9021168,0.00901556,-1.4556067,0.13040733,1.1073766,1.2313013,1.3788476,-0.7305989,-0.9422512,0.934947,-0.46583366,0.22330856,-0.026690483,-0.05350399,1.2929511,0.9880314,0.26639462,0.2966528,0.2017765,-0.117450714,0.032107353,-0.96933603,0.04502678,0.42055035,-0.7126775,-0.62188864,-5.8331013,1.530169,-1.2702155,-0.5108328,-0.8627124,-1.884377,-0.6020932,1.3057232,-0.00042247772,0.27280664,-0.7871785,-0.116454124,-1.4464455,0.28689766,0.6982007,0.21361303,-0.43205595,-0.2068243,0.44917727,-0.31971407,1.1296453,2.796628,1.7134638,1.0563693,1.600986,0.6019654,2.5787668,-4.113285,1.0150013,-0.22212076,-0.47852373,1.6535492,1.3214936,-0.12494373,0.65329695,0.4912529,-0.20648766,1.420043,1.4522405,0.727582,2.2614403,1.7272768,0.9077163,0.65549517,1.0474834,0.95514965,-0.71314144,0.12512445,2.0742025,1.8865099,1.3755822,0.010686874,1.416976,-2.7578886,2.1703334,1.5743132,0.8169012,0.17318106,1.115169,1.1681166,0.591692,0.9290123,1.5905881,1.0378256,-0.013221741
k5_cluster_1,"naive thymus-derived CD8-positive, alpha-beta T cell",k5_cluster_1,-2.0839,-0.5844774,-1.9900255,-0.8791814,-0.5856509,-2.3130198,-1.5575404,-1.3672056,-1.9948382,-5.611843,-5.8476143,-5.3091,-1.3374271,-4.187001,-0.47063112,-1.5324993,0.7989216,-0.5893512,-0.9958334,-2.992052,-1.0782552,-0.39698935,-1.2941012,-0.9297018,0.019258022,-0.41115856,-0.9019618,0.45141935,0.11430502,0.04164505,-0.17004442,0.6703391,-0.50546837,-1.0268221,-3.405552,-1.7169523,-0.64027643,-0.7734232,0.22383547,-4.256189,1.2974939,0.8234186,0.31438017,1.7084064,-0.5262685,-0.39473295,-0.2910757,0.5858207,0.5460658,-0.8198142,0.5471263,1.1185856,-0.4572382,-0.0029754639,0.15836334,0.1532917,-0.9734888,0.5943651,-0.4634204,-0.42206717,-0.22603941,-0.41143942,-0.16476917,-2.459558,-0.11421108,-0.9164343,-0.17952871,-0.89843225,-0.8047862,-0.85603666,-1.2532773,0.123019695,-0.013079166,-0.4015832,-0.6739836,-1.5895844,-0.59995127,0.40205383,-0.817924,0.027715683,0.3419919,-1.0591836,-0.7312665,0.26405096,1.9620075,1.8442478,-1.1387272,1.8934059,0.8142028,1.5749087,0.77717876,0.39923954,1.253799,1.0526857,0.97063875,1.80692,-0.38959217,1.8791242,0.4248128,-0.028053284,1.7084317,0.68454885,1.7133679,2.075858,2.0473151,1.9305387,0.508616,0.25869656,0.70300627,-0.40151215,-0.67733335,1.76791,1.1502128,0.31355238,-0.16402864,1.0062566,0.04208088,1.8337321,0.8423753,1.0390282,0.9628444,1.2922311,0.23989677,0.53648233,0.67130184,-0.36869383,0.96371794,0.21007347
k5_cluster_1,"CD4-positive, alpha-beta cytotoxic T cell",k5_cluster_1,-2.9087048,-1.9152913,-2.0113993,-1.6987438,-1.5201716,-0.83754444,-1.6359982,-1.3534174,-0.6837158,-1.3068571,-4.9014177,-4.9105425,-2.1543665,-0.6827383,0.15966511,-1.4767346,-0.8740692,-1.121923,-1.4049158,-0.2574172,-0.7508373,-10.485906,-3.2953644,-1.1842537,-0.6875248,-0.9759736,-0.2222104,-0.8430395,-1.009398,-1.0606194,-1.3448672,-0.44111586,-1.1867838,-0.109399796,-0.97370434,-0.9540887,-1.613183,-1.2204161,-1.6342072,1.5787492,1.2055902,-0.6452112,-0.46894312,-0.2607603,-0.011258602,-2.9521747,-0.9971533,0.42021465,-0.0067682266,0.018286705,-0.81906414,-0.47869444,0.16374111,-1.6224437,0.107767105,0.118264675,0.0045394897,-2.0749602,-1.098856,-1.6179199,-0.41499043,-1.0966692,1.6146331,-1.763515,-1.0392098,1.2177219,-0.87880564,-0.54124355,1.3226247,-0.8681121,-1.200005,-1.0645461,-0.008640289,0.05057144,-0.28462172,-0.93149614,-0.054091454,0.5721321,0.5947261,-0.98592997,-0.29788446,0.045305252,0.23423481,0.6883421,1.1091199,2.8233643,1.9029808,1.6527333,1.6998348,0.2731185,2.8813558,3.0091443,-0.33346796,0.40174627,1.2858744,1.8921804,1.5070868,-0.034904957,-0.023365498,-0.16563463,1.151649,1.7086682,0.27742195,0.36520672,2.095327,0.85496426,0.39172268,-0.5108352,0.6673112,-0.4822688,0.5671706,-0.19992638,0.7209921,0.36984396,0.5882263,-3.0651972,-0.098590374,1.10566,1.4832726,0.4486375,0.533906,0.28496885,0.5533891,-0.041140556,0.85600376,0.42140293,-1.1549907,1.1281714
k5_cluster_1,gamma-delta T cell,k5_cluster_1,-3.1691017,-2.3392906,-0.8080821,-1.9493227,-2.6588182,-3.3090878,-0.8982034,-1.645802,-0.8328414,-2.3845563,-1.9561672,-1.228692,-2.3899379,-2.5000706,-1.3579292,-1.6052327,-1.68717,-1.1969595,-0.85383415,-1.3540196,-1.3574553,-1.7781563,-1.1335435,-0.71362114,-0.91535616,-0.95788145,-0.45128202,0.23513603,-1.4488411,-0.39297533,0.2890668,-0.6590781,-0.47277117,-1.8101649,-0.5556555,-0.92713547,-0.7814903,-0.20355129,-0.9500871,-0.009022713,1.158483,0.118490696,-0.71488476,-0.35101223,0.35935736,-0.1768794,-0.79783154,0.6062803,-0.8589506,-0.31194258,0.6342139,-0.29284143,0.83114386,-0.2728653,-0.74403524,-0.1475563,-0.0944314,-0.081008434,-0.6681328,-0.3384323,-0.451931,-0.87007666,-0.7417259,-5.423677,-0.9308958,-0.9999423,-1.3601813,-0.4719,-0.260005,-0.30053568,-3.103771,-0.8644023,-0.617414,-0.484478,0.4090581,-2.3338332,0.14324713,0.3120489,0.86101294,-0.12500238,0.17888737,-1.0827498,0.13889694,-0.030193806,0.24455833,2.164525,-0.23734045,1.6318274,0.8570056,1.284522,0.67284966,0.43220186,0.552536,-0.6982007,-0.992517,-0.25068378,-0.81093836,0.5477419,0.17570639,-0.022390842,1.2848477,-0.4347396,-1.6370354,0.36669016,1.7233005,1.1894336,-0.548542,1.4785657,-0.31090832,-3.3613746,-0.4041829,0.1013751,-0.14371204,1.1404071,0.39878845,1.7112403,0.5387254,-0.07437563,-0.2969098,0.4713893,0.13585997,-0.85916615,0.6468153,0.32823563,0.3886814,0.0906024,-0.12815237,0.9996667
k5_cluster_1,mucosal invariant T cell,k5_cluster_1,-2.2577095,-1.5758262,-2.1116462,-2.0725484,-1.159379,-1.428585,-0.73610497,-0.75246525,-1.5686107,-3.99231,-2.9952707,-1.4180698,-1.4917603,-1.1817245,-0.18113661,-1.6410203,-1.2169523,-0.979146,-0.97191286,-3.740003,-1.24298,-1.2310019,-1.2313704,-0.7115245,-1.1761537,-1.0557327,-0.16996288,-0.30150747,-1.0928712,-1.2843933,-0.2422409,-0.36990786,-0.25728607,-2.1067219,-0.22799587,-0.68349075,-1.356832,-0.14787102,-0.845562,0.7368612,0.09214163,-1.3707409,-0.6700721,-0.3260684,0.90232563,-1.4924593,-0.638,-0.6153903,-1.929708,0.06874561,-0.24474382,-0.47296715,0.9254031,-0.22381783,-0.1438179,-0.5242443,-0.48360443,-0.20733881,-0.37030506,-0.5563121,-1.7026615,1.5700517,0.56037235,-7.9195013,-1.2995796,-1.0231199,-1.8125019,-1.3197298,-1.186686,-0.40848494,-1.6914444,-0.96003675,0.048457146,-0.5033159,-1.2000098,-1.437499,-1.0659761,1.4564843,0.31021738,0.120212555,-0.02290392,-3.0718498,-0.29211712,-0.21406126,0.9546194,2.0958,1.0737939,0.965106,1.9176469,2.4401846,-0.08903408,0.942153,-2.7322273,1.8026972,0.611043,-0.3339076,1.3162708,0.83785343,-0.5632334,0.033730507,1.9824581,0.96948576,-0.36505365,0.5883651,2.404982,2.309856,-0.18986082,0.6662812,-0.13607407,0.29675722,0.80790186,-0.23333979,0.41635084,1.3219609,-0.7434311,1.8937535,0.33266735,0.29607105,0.17771721,0.047055244,-0.32916355,-0.26086998,0.098721504,0.026201248,0.01738596,0.33648252,0.016728878,1.0029192
k5_cluster_1,mature NK T cell,k5_cluster_1,-2.9133291,-1.4504843,-1.5797353,-2.1658397,-1.5861902,-3.3412986,-3.0633712,-3.6975226,-2.4807253,-4.8177648,-0.77265406,-3.7829394,-2.5107365,-1.1251202,-2.3911295,-1.8060741,-2.38089,-1.680481,-0.8544774,-2.5334969,-0.4146557,-0.25452805,-0.66011953,-1.3158646,-1.0734439,-0.29068136,-1.4262519,-0.76742935,-1.023159,-0.5528903,-1.1495352,0.22207355,-1.6017718,-1.2657642,-1.4517231,-0.5635133,-0.5014272,-1.4518275,-0.21850443,-2.5661578,0.48007107,0.20290089,0.12796831,-0.26157284,0.042595863,0.6636877,0.67571974,-0.17273712,0.5786891,0.022010326,0.579721,-0.8146224,-1.1756182,0.48403168,-1.0074787,-0.73141766,-0.13616896,-0.2763586,-0.87862635,-0.9615059,-2.162356,-0.06862879,-1.1585202,-6.0555816,0.0923419,-1.6888847,-0.17566109,-0.4507594,0.2738862,-1.9057865,-1.9524684,-1.2742739,-0.95715857,0.2185874,0.46329832,-1.0900273,0.43818426,-0.84270287,-0.9378886,-1.2918501,-2.2148504,-1.1549706,-2.056569,0.1654501,1.2528753,3.0496073,1.2161598,0.4126897,1.4412255,-1.0604794,-1.0162773,-0.75259495,1.1906257,-0.14863014,0.31233406,0.84060335,0.6812835,-0.5294056,0.8438916,-1.1421895,0.09886742,0.64460754,-0.040406704,0.28177214,-0.1092329,0.9361825,-0.11397362,1.6997423,0.7895255,-0.81614065,-1.0725293,-0.3254037,-0.89249325,-0.4239459,0.2529478,0.5707841,-1.8457336,1.2039194,-0.16950703,0.84199286,-0.25719213,0.2651167,0.15072918,0.0070877075,0.73137045,0.4320326,-0.26437712,1.1769948
k5_cluster_1,"CD8-positive, alpha-beta cytotoxic T cell",k5_cluster_1,-2.7573285,-1.8224568,-1.0081949,-2.3137732,-1.1236601,-1.3189502,-1.7192502,-2.08428,-1.3298926,-4.3908634,0.7953901,-5.135992,-1.9512691,-1.3768158,-0.42026377,-1.3807759,-1.6143861,-0.49611044,-1.3227634,-1.2157831,-0.9611802,-1.6892805,-1.284317,-1.2428656,-2.708928,-0.60319376,-0.6133914,-0.31260872,-0.91865826,-1.0506902,-0.65361834,-1.2014003,-1.4637079,-0.36056423,-0.94690275,-0.97761154,-1.4061313,-0.72684956,0.17493391,-0.10347271,0.75667524,-0.892982,-0.19424152,-0.13567257,-1.0516114,0.48223114,-0.37179947,0.35882854,0.3343258,-0.043200016,0.7819853,-0.4868827,0.9183302,0.051749706,-0.039684772,0.5194154,0.05405283,0.26628208,0.64724827,-1.051836,-0.70271444,-1.8422785,1.2431455,-0.6105671,-0.8635731,0.4395132,-0.7498474,-0.7602987,0.80781126,-0.9147768,-1.8128366,-1.2445383,-0.2954111,1.0692234,0.36551428,-0.5327463,0.2513728,-0.7365222,-0.14528322,-0.21288729,-2.1402078,-0.46339273,-0.1498642,0.41053247,0.8239989,2.3529758,3.475628,1.5486636,2.4600854,-0.9893162,1.6855836,2.021028,0.6150131,0.32872963,0.8547182,1.0297794,1.2407722,0.1481247,-0.08220768,0.7270775,0.085523605,0.37665367,-0.47236443,0.5787778,2.384601,0.59246874,0.1029191,0.69333315,-1.7792296,-1.4134369,1.0770879,0.8422365,-0.313313,1.4262552,0.4641199,1.4497604,-0.16243076,0.059972286,-0.20257807,0.43326378,0.37491846,1.3152761,-0.013606548,0.23724651,0.59965754,-0.21327019,1.3502264,0.04442501
k5_cluster_1,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",k5_cluster_1,-3.4428463,-3.3121586,-2.9404674,-2.6030602,-1.6550293,-0.7329531,-2.287075,-2.6390157,-1.174995,-0.54883623,-1.554224,-3.9408536,-1.9165702,-1.5484934,-1.685183,-1.8697057,-0.17826748,-1.5269952,-1.2890124,-1.6339841,-1.4366555,-1.3914981,-1.6103072,-1.5326467,-1.1758614,-1.14149,-1.1613822,-0.3315797,-1.052424,-1.6665778,-1.3192878,-1.3733482,-1.9305739,-1.3434205,-1.8390532,-1.1561041,-1.3633227,-0.58463955,-0.55222845,0.37213993,0.81610775,0.122992516,-0.13949156,-1.4099154,-0.14555454,0.21728134,-0.1306467,-0.6441269,-1.1172404,-0.55170774,0.016937733,-0.7006736,0.12075329,-0.8169155,-0.63047504,-1.058517,-0.32993317,-0.2532034,0.69144106,-0.08190107,-1.2899685,-0.24084282,1.0948997,-3.1116223,-1.5338335,-3.032216,-1.5503979,-2.3988543,-1.109045,-1.2483492,-1.2253604,-1.6000137,-1.7741084,-1.0718184,0.43487263,-0.74154186,-0.6999173,-4.8221855,-0.10347271,-1.4524999,-0.5037298,-2.4342747,-0.78769493,0.40185738,0.4617424,1.4754891,2.2412176,1.0952997,0.991817,-1.5736148,1.5517015,-0.1207037,0.18285704,1.0009861,0.32278824,1.390657,1.1889143,-0.81867313,0.1625514,0.6263919,0.4883256,1.1307735,0.09788036,0.7756567,1.3847723,0.6190152,-0.5533314,-0.77022266,-0.96894026,-0.9061732,-0.3945489,0.006095886,0.35916662,1.073875,-0.000749588,1.9017158,0.7594495,0.05899191,-1.0175614,0.09272766,-0.2722559,-0.3903594,-1.2896247,-0.17935562,0.95807457,-0.46708775,1.3155284,0.6331477
k5_cluster_1,double negative T regulatory cell,k5_cluster_1,-1.4321747,-2.1598363,-0.47100782,0.070337296,-1.8866167,-2.438335,-1.4899864,-2.439702,-2.0405283,-3.386485,-2.2030082,-1.6081719,-3.6633205,-2.5642476,-0.39691496,-1.6504059,-2.898869,-3.0293808,-1.8942885,-1.0568552,-2.0730872,-0.117837906,-3.9410074,-1.2594938,-2.1921754,0.02203083,-1.7522049,-0.47881603,-1.0339141,-0.11687994,1.4635258,-0.07840586,-1.2514744,-0.6060004,0.31645536,-1.5276985,-1.8362012,-0.28278303,-0.98277473,-1.6964979,0.81683445,-2.6977403,-1.2659755,0.5539651,-0.34047604,-1.4642158,-0.5967684,0.27386522,-1.3311539,-0.952724,1.9319491,-0.55233955,-0.2808733,-0.27638435,-1.1112638,0.14230394,-0.570981,0.36419392,-0.5995226,-7.6972466,-5.5611706,-3.0362303,-1.3468308,-0.3221321,-0.7587805,-1.0193548,-1.4425411,-1.2466178,-0.767395,-0.47689772,-1.8946023,-1.8440137,-0.36352444,-0.8966789,-0.94679594,1.1720047,-0.85856724,0.5585561,0.7092147,-0.7738066,0.62796307,-1.0195866,-5.031566,2.8681645,2.1306024,2.8317509,2.2830176,1.1763635,0.9352975,1.1425862,1.9665093,1.9859338,1.692719,0.15481424,1.5766258,-0.7559662,0.13172722,1.4640865,-0.26542187,1.52145,0.14203024,-0.060620308,-0.98621655,0.0628252,0.45249748,0.22160769,0.028395653,0.24752474,0.22156954,1.0259857,-0.2121296,0.6819444,0.33271217,-1.8522391,-0.7536411,2.6093545,2.5540962,0.005923271,-1.4168434,-0.92465353,-0.02093172,1.5829992,1.0128136,-0.66461945,0.79777,0.7072277,-1.0625839,0.50124407
k5_cluster_1,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",k5_cluster_1,-2.9719472,-2.3546367,-1.9493809,-2.1019788,-3.8123016,-2.9933963,-2.9135346,-0.8384509,-2.1711416,-3.4142828,-2.461431,-0.9509177,-2.4796834,-2.001935,-2.4882936,-2.6336713,-1.8338151,-1.660171,-2.4336905,-2.0950408,-0.9119148,1.7617288,-1.8473587,-1.5810027,-1.1690111,-0.403625,-2.5017753,-0.91348314,-0.47986078,-1.0684767,-0.5660229,-0.039486885,-0.9089236,-1.2471218,-1.0434322,-0.89832735,0.5850873,0.13153839,-0.6384778,-0.32453012,0.8102126,0.017873764,1.58005,0.6966467,-0.32523966,0.14972019,-0.8263731,-0.93241787,-0.9278126,-1.9304285,-0.47683048,-0.6443682,-0.047483444,0.25492764,-1.3127084,-0.3843465,-0.7480712,2.070129,-0.9749932,-1.1900406,0.3154192,-0.71273756,0.33545303,-0.59346676,-0.4412837,-1.6754832,-1.1941442,-0.3962922,-0.8448281,0.1888218,-0.26164627,-1.6310778,0.11443043,-1.0416856,-1.0737605,-0.520875,1.180182,-0.51468563,0.19526052,-0.18192625,-0.057119846,0.43971872,-0.35230207,2.6816173,2.5390143,1.0267386,1.2375932,0.81088305,0.94655704,3.69353,-0.27947474,1.2393651,2.287746,-0.3224244,-1.0481529,1.5964661,-2.0097752,1.2271533,0.35013294,0.14929247,0.13828278,-0.29310274,1.393826,-0.8972354,0.5744157,-1.1148372,0.13349533,-0.15616941,1.7532525,-1.2407293,1.1168151,1.6941557,-0.80775404,-0.2397995,-0.70865774,1.4394913,2.327055,1.6185164,0.057538033,1.9324498,-0.017173767,1.8424883,-0.54933834,-0.39787722,-0.54196405,0.45830345,-0.68397474,0.56609297
k5_cluster_1,alpha-beta T cell,k5_cluster_1,-2.3626175,-1.0117126,-3.120606,-1.975254,-2.9265141,-2.7775893,-1.6471081,-0.086826324,-1.5447965,-2.2688265,-1.1244264,-1.4657698,-3.563448,-0.67006874,-2.360611,-1.5250244,-2.122099,0.4817505,-1.815629,-1.529213,-1.4243965,0.86100054,-0.7686329,-1.278656,-2.3225527,-0.035186768,-2.8499055,-1.616456,-0.9523525,-0.34892416,-0.34345436,-0.060019493,-1.1657295,-2.0080662,-2.2528653,-1.2551317,-0.6928439,-0.41443348,-1.2386246,-3.0385056,0.28151274,0.5174532,0.8558326,1.308732,-0.18454552,-0.29396677,-0.4037156,-1.0393901,-0.69639444,-0.33938885,-0.7832346,0.45290852,0.9083843,-0.13289547,-0.36625433,0.41727734,-0.62989426,0.19499159,-0.7522025,-2.534741,0.4610901,0.35308552,0.6296258,-0.38880444,-2.837325,-0.56282234,-0.37246227,0.019414425,-0.70539427,-5.2945614,-2.8563266,-1.1895676,-1.90656,-0.19472265,0.22544861,0.2863493,-0.033828735,-2.4262638,-1.0082769,-0.85826206,0.014138699,-0.2914734,0.0038456917,-0.61616707,1.1958613,2.5265713,-0.021765709,1.3977876,0.9224014,0.9974785,0.41486168,1.0125666,0.44675398,0.686965,-0.7670617,-0.10269594,-1.2190208,0.5490236,0.26762915,-0.116230965,1.4714427,0.38171053,-1.4561353,-3.2129943,-2.276009,-0.81146526,-0.55334044,0.46703196,0.44132233,-0.9788189,-1.080049,0.55309916,0.46321487,-0.2061472,-0.5824499,0.64195967,1.9369698,1.311491,-0.1772151,0.1970892,0.7019415,0.6008754,0.57823086,-0.7445049,0.1422081,0.70695066,-0.6536956,0.10022068
k5_cluster_1,"CD4-positive, alpha-beta memory T cell",k5_cluster_1,-3.6982737,-1.7021308,-1.176043,-2.164876,-1.6989565,-3.3424802,-2.4629192,-0.7752228,-2.440793,-1.5791879,1.0148287,-0.19640255,-0.5694771,-1.2201052,-2.9323764,-1.6664715,-1.3707995,-1.5452003,-1.5243459,-1.8958764,-0.96289206,-0.18202877,-0.33261108,-0.29937267,-1.1102791,0.27764654,-0.46156883,-1.167695,-1.1107984,-0.17522287,-0.48117924,-0.28884792,0.50039864,0.782835,-0.08449125,-0.820858,-1.2261877,-0.47616148,-1.2456555,1.2568913,-0.2963419,0.7962985,1.1058998,1.4187069,-0.6633153,-0.01968956,0.45584297,-0.7852564,0.17691231,-0.43012047,-0.6306677,-0.51935387,0.09775162,0.5452695,0.025501251,-0.68549633,-0.51507664,-0.32441282,-0.7161536,-0.55381346,0.45146513,-0.21462202,-1.4108896,1.2974353,-0.78843355,-1.4442596,-0.7023401,-0.46935272,-0.84111595,0.94376326,0.07329321,-1.1553311,0.52651644,0.6163368,-0.28733253,-1.9528594,-0.007510662,0.21593666,0.24730015,-0.47697306,-1.9688258,-1.7806454,-0.5268197,0.88422537,1.2061558,2.4091868,1.81457,1.8643918,1.6294599,1.1981196,0.6019635,1.5069494,-0.7472043,1.3579597,0.64128685,0.5214491,0.04579401,-0.14654922,0.6899247,1.7149515,1.9170322,-1.7862024,0.47009945,1.0861359,1.5298634,0.7589927,0.32391453,-0.09981251,0.42266798,0.09292841,1.5060973,0.4437194,0.51874113,1.0180502,0.46468735,0.45661354,2.764742,2.323483,0.7980957,2.4463658,0.8121896,0.11048317,0.7171025,0.32591963,0.26065207,1.1036458,-0.55481195,0.21412754
k5_cluster_1,"CD8-positive, alpha-beta memory T cell",k5_cluster_1,-2.9011126,-1.4201126,-2.430428,-2.5670867,-3.578178,-4.464234,-1.8508816,-1.9966445,-2.247025,-2.9825659,1.1213598,-0.2966957,-3.1876488,-1.4434686,-2.6311154,-2.5119667,-0.038998604,-1.669374,-1.6839252,-2.053063,-1.3403091,-1.1591921,-1.5292931,-1.1929398,-1.6216927,-0.79373693,-1.3275781,-1.9071794,-1.0380068,-0.46357298,-0.41380167,-1.3507466,-1.3841543,-1.4198074,-0.6718073,-2.095038,-1.3016572,-3.393496,-0.6221094,-0.20716715,0.18835354,0.64721394,-0.6803613,-1.7593598,-0.50691414,-0.11456442,-1.1559062,0.3950281,-0.089886665,-0.41338587,0.3432932,-0.43468332,-2.9359307,-0.28587246,-0.049015522,-1.0589046,-0.20242357,0.2554083,-0.34631634,-1.1787586,-2.6554189,-1.4943519,-0.66033363,-0.80518246,-0.86096287,-2.1715446,-0.5687585,-1.0032144,-1.8774624,0.64261293,-1.2955818,-0.7240758,0.0487113,0.07328081,0.025948048,-1.9443235,0.45364046,0.78750277,-0.81936646,-0.38508558,-1.092392,-2.0751505,0.14348507,1.2366266,0.6967869,1.9306793,2.8075466,1.2409687,1.6123443,-0.8859601,-0.5931549,0.7258053,0.30537558,0.88387537,0.7683921,1.7891369,-0.09654236,0.8003011,-0.33836508,-0.572732,1.2662807,0.77226686,1.813302,1.6456761,1.8994231,0.9690423,0.0577116,0.04552126,-0.49150515,-0.11406708,0.5760131,0.42103148,0.49406624,0.37662172,-0.52805424,1.3275857,1.2826333,1.0872097,-0.22558594,0.41352606,1.3410044,0.8348384,-0.9082031,0.25747967,0.28156185,0.6457343,-0.065229416,0.79679155
k5_cluster_1,"effector CD8-positive, alpha-beta T cell",k5_cluster_1,-1.8191957,-0.94261503,-1.9241915,-0.84877634,-0.8904381,-6.624427,-2.0603404,-1.3255873,-4.205533,-2.6704636,-0.9703131,-0.6415262,-1.226376,-1.1998854,-1.5943713,-1.5498915,-0.8128209,-1.2846737,-1.9285684,-2.5953116,-0.61447144,-1.8519988,-0.4506879,-1.3683348,-1.2802935,-0.41877604,-0.738574,-0.93160963,-1.3501806,-0.6509352,-0.027332306,0.080266,-1.1700716,-0.96332884,-1.6671576,-1.6797853,-1.1522546,-1.3264046,-1.0671968,-2.4760578,-0.47541237,0.8218827,0.40681887,-0.7190299,-0.31709337,0.481709,-0.35065365,-0.20689726,-0.25092745,-0.48834944,-0.3722601,0.1300664,-0.2836938,-0.12621737,-0.24793863,-0.37475395,-0.09755468,0.019661427,0.18267679,-0.6863785,-2.2706432,0.72716284,-2.8494568,-1.5011196,-0.31684637,-0.9854331,0.26289558,-0.8597665,0.50458145,-0.6795144,0.90912294,-1.1790557,0.2004776,-0.090839386,0.40212202,-0.46300268,0.41713095,0.7159877,-0.65391684,-0.50583076,-0.42243147,-1.0845819,0.4152851,1.2987881,1.0132709,2.2558255,1.4020529,1.5051737,2.1482406,0.0045518875,-0.5005398,0.1089282,0.18169737,1.4950352,-0.4524107,0.9917612,0.9813099,0.42060566,0.53692245,0.52216005,0.35347986,0.44508743,1.2525854,1.7025642,1.1111069,0.51070595,-0.11414814,0.52564716,-0.9897623,-0.6806288,-0.76573753,0.99911165,-1.146461,0.77260494,-0.23249435,0.91427946,-1.5366902,1.34554,-0.8986416,0.10870886,0.74434376,1.0469818,0.18910837,0.26782417,0.6729646,0.6160431,0.5842767,1.2482123
