,original_cell_type,coarse_cell_type,z87,z91,z117,z104,z80,z88,z123,z3,z23,z58,z97,z21,z57,z18,z48,z85,z112,z29,z72,z90,z8,z79,z69,z109,z7,z76,z52,z9,z43,z27,z111,z17,z4,z6,z93,z74,z37,z70,z100,z119,z107,z11,z25,z20,z35,z63,z38,z127,z84,z102,z24,z83,z65,z99,z68,z101,z98,z106,z50,z0,z120,z92,z40,z105,z51,z75,z62,z42,z66,z73,z122,z15,z115,z31,z2,z89,z54,z113,z44,z121,z81,z46,z28,z33,z124,z5,z36,z14,z12,z59,z49,z94,z116,z56,z13,z41,z45,z16,z114,z10,z95,z19,z30,z71,z82,z110,z22,z77,z60,z64,z1,z26,z67,z32,z103,z108,z86,z34,z53,z125,z47,z55,z61,z96,z39,z118,z126,z78
k5_cluster_0,kidney connecting tubule epithelial cell,k5_cluster_0,-1.4320011,-1.5272593,-2.2799306,-2.076394,-2.7187357,-2.9187913,-1.4983101,-1.4637766,-0.59174824,-2.133263,-1.9551086,-1.7953453,-2.1277423,-1.6692395,-0.8575978,0.40842056,-1.7629719,-0.9410429,-1.6565299,-1.723671,-1.885961,-0.97176313,-0.9438081,-1.532836,-1.4017081,-1.3989868,-1.5664673,-0.8052187,-1.4061928,-1.3251266,-2.0514941,-1.0867958,0.61742353,-0.8464961,-0.9709387,-1.2554507,-3.668167,-1.2824616,-0.6407366,-0.4326353,-0.9295058,0.7196789,-0.6396198,-0.92347145,-0.6542411,0.035160065,0.21749163,0.18907213,-0.25612497,-0.4318657,-0.16076183,-0.6300616,-0.056881428,-0.61985445,-0.49826097,-0.43985748,-5.0056405,-1.235507,-0.5422845,-0.44305468,-0.5469961,-0.9797087,-1.770369,-0.42168856,0.12447262,-1.0965171,-0.8104434,-0.91406536,-0.83492184,-0.8290839,-2.3342519,-1.1838636,-1.4556217,-0.8165269,-0.84029484,-1.0305009,0.7590966,-0.65462685,1.3650804,0.11992407,0.10117388,-1.407927,-0.8805318,0.56924963,1.3083878,1.1985245,1.2268987,1.160862,-0.60649586,0.78996086,1.5141282,1.9077768,-0.1368432,-0.5754018,-2.196498,-0.68284655,1.1696949,0.8542242,0.17722654,0.59390306,1.0907922,1.968689,-3.8020577,0.5018177,0.3117137,-0.31310415,2.0310364,2.225747,-0.39661264,1.4173388,0.8726659,0.76709986,0.5289035,0.76713467,-0.90484095,-0.1530652,0.037386894,-1.0091228,0.11987209,1.1241555,0.64692116,2.709865,0.70393896,-0.14113235,0.5226097,0.74402237,0.30286074,-0.070813656
k5_cluster_0,kidney loop of Henle thick ascending limb epithelial cell,k5_cluster_0,-2.4151764,-1.0249071,-1.8216009,-0.91475105,-0.032533646,-0.49433708,-2.3364367,0.038187027,-2.4053087,-2.184229,-1.2681851,-1.181241,-2.2945786,-0.98124456,-0.88898325,0.67520905,-1.9140058,-0.759182,-1.0773907,-1.0959888,-1.5797434,-0.6927552,0.048435688,-1.4309559,-1.2492089,-0.46780205,-1.3252225,-0.4431739,0.13445234,-1.2067418,-1.1858182,-0.51543,-0.72823477,-1.158153,-0.8787093,-0.87063074,-1.249898,-0.4565606,0.6258311,-0.16448498,0.41640568,-2.014111,1.3553262,0.591063,0.3065157,0.104269505,0.73071146,0.51619244,0.85603905,1.1237874,-0.4009037,-0.20501232,-0.10977507,0.1430273,-0.12751961,-0.19083595,-1.3322659,-0.12177229,0.15218496,-0.15611982,-0.029092789,0.032979965,-0.87384367,0.19100761,-1.0069742,-1.178771,0.03935671,-1.2926955,0.19622993,-1.2179046,-0.39271164,-0.8175726,-0.3602867,-1.1817384,-0.343987,-1.1214437,1.2874427,-0.58140707,1.5172086,0.24230242,0.030581951,0.19147396,-5.179142,3.1538663,1.5292015,2.3474555,0.7055645,2.4173317,1.4306045,1.4831963,0.23174524,1.8612623,-0.71937895,-0.43623447,0.07397699,0.9222169,0.33340168,0.4899149,-0.36588383,0.4473405,1.328568,1.2177978,0.16959715,2.1748552,0.29571867,0.09610224,0.7379074,0.3549466,0.4097271,0.62824297,1.7932515,2.2567768,-0.49415636,1.310935,-0.26993752,1.4440694,-0.17761707,0.15476799,-0.29836655,2.759934,0.7101059,-0.07853413,1.4064851,0.079732895,1.2736588,1.7356763,1.0598669,0.99113226
k5_cluster_0,kidney loop of Henle thin ascending limb epithelial cell,k5_cluster_0,-1.6688375,-1.4976587,-2.4424744,-1.2085967,-1.6733255,-1.0167203,-2.4559317,-1.9191766,-1.6469727,-2.5966935,-2.233121,-2.4749026,-0.019991398,-1.8204141,-1.122571,0.3747325,-1.6695809,0.24919415,-1.7240653,-0.7483282,-1.759368,-1.1557674,-0.68675566,-2.0254521,-1.3603034,-0.850544,-1.1183677,0.14514923,0.04059887,-1.4344811,-2.0941558,-0.77588606,-1.1902819,-2.0907273,-1.3674126,-1.0145884,-1.7347302,0.40186882,-1.0564246,-0.6215782,0.16173887,-0.4208393,2.3074183,0.660594,0.22203493,-0.42543268,0.56588745,0.27831316,1.0152063,0.79287624,0.3691287,-0.09262991,0.10239458,-0.25006676,-0.5580945,-0.6443634,-0.97934103,-0.45070505,0.36485672,-0.22793579,-0.38735628,-0.7589512,-1.8892431,-0.46678782,-1.468864,-2.564209,-0.56738234,-2.0715628,-1.2288098,-1.9142604,-0.96331024,-1.4152627,-0.31541634,-0.36375475,0.011366844,-1.2422867,0.89319086,-0.93050337,0.10808325,-0.5714593,0.300642,0.10018301,-1.5329051,2.0514102,1.5713458,2.2693372,1.4043145,0.8777242,-0.0063610077,1.1490078,-0.057113647,1.5930214,-0.5702038,-0.9712391,-0.6894374,-0.07412958,-1.0277815,-0.016889095,-0.8202491,0.012401104,1.6098723,1.8776517,-0.6311903,1.7550788,0.39080954,-0.5890131,0.9455986,0.5545149,0.5897708,-0.9432745,-0.6917496,1.7642975,-0.59490776,1.1641831,-0.009894371,-1.5636427,-0.25587082,-0.4164939,-0.7694931,0.95192814,-0.19109964,-1.2466917,-0.12567425,-0.40195608,2.0495496,0.31864834,0.08037281,0.30096626
k5_cluster_0,kidney loop of Henle thin descending limb epithelial cell,k5_cluster_0,-2.5714946,-2.0071936,-2.0043335,-1.4862161,-1.0563335,-0.7150898,-2.3794904,-0.30988932,-1.7936563,-2.5310407,-1.5383234,-0.47127342,-1.2367506,-1.4237142,-1.67728,-0.22346449,-0.8844056,-0.7779741,-1.2900066,-1.7124205,-0.6283612,-0.73125076,-0.99576616,-1.5444236,-0.9161644,-0.039800167,-1.2777772,-0.23319435,-0.13105392,-0.087405205,-1.5762005,0.070382595,-0.74477434,-1.143745,-0.76431894,-1.119606,-1.2522426,-0.2394495,-0.79040813,-0.5272846,0.056946754,0.46504736,2.4312854,0.80629826,-0.32179022,0.07219839,-0.17400932,-0.17421055,0.5689454,1.1746597,-0.970521,0.35733032,0.6939788,0.2333808,-0.5496135,-0.6056018,-0.72325325,-0.46856308,0.11369991,-0.8853626,-0.36041737,-1.1917276,-1.1082072,-0.14509583,-1.0382333,-1.2530527,-0.66739273,-0.3134427,-0.5516381,-1.6610575,0.9295106,-0.9268708,-0.5773201,-0.99398804,-0.10749483,-1.2359867,0.0067458153,-0.49351025,-0.11809969,-0.6534343,-0.21966267,-0.19560862,-1.8756461,2.0378623,2.3849359,3.1957192,0.43823385,1.2561026,0.8108096,1.3936229,-0.11327696,0.10616732,-0.66014385,-0.7349243,-0.23192978,-0.94480085,-0.9137993,-0.17685938,0.07222462,-0.27653933,0.4184661,0.5491786,0.0073184967,0.4685545,0.5933485,-0.5652981,0.06455374,-1.1349735,0.21862221,-0.489367,0.9872117,1.3768811,-0.11274624,0.3829794,-0.35878658,0.5765743,0.6865425,-0.81790257,-0.49270535,2.2716594,-0.028490543,0.10423756,0.010606289,-0.014913082,0.19481039,-0.14921999,0.9241419,-0.015154362
k5_cluster_0,double negative thymocyte,k5_cluster_0,-1.8349066,-1.3266454,-2.373909,-2.0644007,-1.5342789,-2.924048,-1.7828269,-0.9369588,-2.3378296,-2.1099072,-1.4450583,0.086411476,-1.4869342,-0.830287,-0.80169487,-1.9299531,-0.50758934,-1.6188354,-1.5497012,-1.6851306,-0.7124076,-0.1678834,-1.1710339,-1.2560925,-1.6917062,-0.79164505,-1.7851853,-1.3891797,-0.32376623,-1.582983,0.13265991,-1.5605345,-0.5688176,-1.3200684,-0.8237848,-1.246913,-0.20594835,-0.7166133,-1.631248,-0.77666616,-0.39233017,-1.3229723,1.3644304,1.8936253,0.25314426,0.9201679,0.56433725,-0.09661484,0.8235507,-0.37322664,-0.16478205,0.1815834,1.1107435,1.3273163,-0.6040678,0.23282433,-0.02108574,-1.6830602,0.6534691,-0.6137972,-0.7091055,-0.75518084,0.23171854,-0.45896244,-1.2733355,-1.1117787,-0.6756191,-1.1239696,-1.1191082,0.9164405,0.14062262,-1.18535,-0.4885254,-0.695179,0.13509178,-1.3096752,0.22892714,-0.6417465,0.2687292,-0.09323549,0.07103062,-0.48421955,-1.5627513,-0.7296858,0.462533,2.0884523,1.898695,2.4064417,0.0728488,-2.5519352,-0.1005249,1.2629251,-0.5606828,0.4752617,0.8462286,1.6523962,-0.76329136,1.1544199,-0.19137526,1.7977333,1.8778696,0.036643982,0.7461281,1.5144143,0.33636475,0.31276035,-0.5167942,-0.04803133,0.9073572,0.85259724,1.6101165,1.6602364,-0.016204834,0.25789547,-0.6140809,0.33390522,2.557619,1.8803158,-0.2757659,0.10255718,-0.097925186,1.0172362,0.3926611,0.31341505,0.7082553,0.36651373,-0.2936492,-0.13996744
k5_cluster_0,kidney distal convoluted tubule epithelial cell,k5_cluster_0,-3.238903,-2.104302,-2.0599847,-2.4049945,-2.1509871,-1.9424324,-2.1736712,-0.6965828,-1.8636494,-1.3781433,-1.3615313,-1.0465269,-0.3000312,-1.5216765,-1.8493376,-1.1659007,-1.4101977,-0.079195976,-2.7545233,-1.2961354,-1.7181726,-0.33136272,-1.0851822,-1.4810247,-1.0890012,-1.4242563,-1.4878788,-1.2312598,-0.96114254,-0.9331498,-1.3681741,-0.93150854,-0.33645248,-1.2807746,-0.699595,-0.8723602,-0.6489253,-1.7384715,0.3468156,0.049998283,-0.021224022,-0.23218298,0.5330663,0.4726386,-0.9985943,0.31311417,1.1782503,0.12760687,0.48018646,0.346601,-0.6426234,-0.4181919,0.16281223,-0.48303747,-0.20219469,-0.014405727,-0.23020267,0.17332697,-0.6263561,0.2936182,0.004401684,-0.44909143,-1.390698,-0.46906328,-0.9794326,0.5620203,-0.647851,-0.5656071,-0.22185326,-0.7244973,-0.9070668,-1.0457764,0.16214323,-0.27719736,0.28680563,-0.2679248,1.0329785,-0.48536348,1.7580276,-0.3279252,-0.47965145,-0.8743229,-3.3754785,1.8666286,1.633338,1.837594,1.3947711,1.9282584,0.93694115,-3.8886075,0.8140454,1.5290442,-0.38290358,-0.44685698,0.45795584,0.6221361,-0.57994986,1.0004025,-0.033878326,0.5725155,1.7081709,1.8287024,-0.61007166,1.0086255,0.020241737,0.21061182,1.9397221,1.4800396,0.16983509,1.0251765,-0.07846308,2.0691442,0.60808325,0.37161875,-0.26356983,1.5647426,0.43975258,0.5859742,-0.43702173,1.1656489,0.839386,1.5924802,1.4726453,0.6427722,0.44305325,1.35039,0.16920471,1.5841751
k5_cluster_0,enteroendocrine cell,k5_cluster_0,-1.0856905,-2.1620994,-2.3409047,-2.1709027,-1.6047168,-2.4903436,-3.0517874,-2.5425463,-0.8239846,-2.1959877,-1.572443,-0.75643444,-0.08477926,0.287539,-2.1839094,-1.2695646,-1.4788327,-1.7718043,-1.4535651,-1.7868724,-2.3323622,-0.7305131,-0.34159994,0.12844944,-0.9733429,0.19262266,-1.6619039,-1.14961,-1.225153,-0.54863167,-1.5742073,-1.8739591,-0.51746225,-1.7882743,-0.8433242,-0.6118021,-0.50302696,-0.43936777,-1.273799,-0.7827902,0.33406067,0.10884094,-0.21549082,0.21251583,-0.3727312,0.5175667,-0.22783518,0.20945501,0.93404627,0.65864897,-0.2072835,-0.19209099,-0.522151,-0.52177954,-1.6704392,-0.19108343,0.24150991,0.4326458,-0.7161274,0.06519604,-1.0408382,-0.5117674,-1.4080286,-0.82268,-1.0349131,-1.4737997,-0.9970088,-0.6669445,-1.9780011,-1.0286822,0.3045416,-0.37695885,-2.132792,-0.1345191,-1.0007915,-1.1342893,-0.97804356,-1.0119734,-0.48725605,-2.4856706,-0.7914548,-1.1603913,-3.3650482,-0.77914715,2.142859,2.8533864,0.6691766,0.33908653,1.27285,1.2360358,1.3230662,-1.0807776,-0.23766899,-1.2342701,-0.45288658,-0.96076965,-0.8878908,0.5978484,0.055962563,-0.577116,-0.024148941,0.36545038,0.2095356,0.8189297,0.046527386,0.36360312,-0.35958672,-1.9843268,-0.20138407,-1.0876627,-0.7957473,-0.95728874,-2.27412,-1.8358045,-0.049011707,1.2624173,-0.027268887,0.80687904,-1.0385237,1.65517,0.72717,0.2758398,0.040703297,-0.31311655,0.8472624,0.45643902,-0.4995432,0.56701183
k5_cluster_0,intestine goblet cell,k5_cluster_0,-1.1630402,-1.9752421,-2.7978945,-2.624978,-2.3366575,-2.9990702,-1.4464779,-1.8546863,-1.8969936,0.017733574,-2.5032244,-0.2670641,-1.8250065,0.7691407,-0.5578399,-1.8845534,-2.2132473,-0.7188134,-2.149166,-1.2562227,-2.5127106,0.13020372,-0.349339,0.7641592,0.2538519,0.39447355,-1.0180545,-1.5812678,-1.0063977,0.5061641,-1.8495936,-1.6039033,-0.8513603,-1.3404217,-0.60536814,-1.5296268,-0.18632698,-1.1159072,-1.7035761,-0.6957021,-0.15441132,0.42765284,2.611013,2.0443993,1.8838625,1.2340131,-0.013057232,0.7798152,-0.1503644,-0.23260689,-0.8159561,0.1730361,-0.9924574,-0.097948074,-0.63976383,0.46127844,1.7470856,1.1837878,-0.4646387,-1.5544729,-0.6824546,-0.7636819,-0.92055607,0.22729158,-0.06313276,-0.8817477,-2.0257826,0.15614986,-1.0569825,-0.34361315,-0.37654686,-0.40936136,-0.77033854,-0.17918634,-0.4272809,-0.21288633,-1.4709778,-0.3387637,-0.91816807,-1.7448134,-0.5025654,0.25008678,-1.1294689,0.17818832,2.4028726,2.9604373,-1.0432181,0.26852798,0.13527298,0.06140423,0.5687022,0.04495287,-0.21569109,-1.0740504,-1.577663,-1.2092595,-0.6995716,0.7505307,0.36253405,-0.6844344,-0.35526943,0.027371883,0.52560425,0.51556873,0.4794917,0.3588171,-0.09563732,-0.36838531,0.20207882,-1.5666094,-0.04639578,-0.73945475,-0.87007284,-0.13575745,0.99710035,0.7851558,0.12998056,1.2046714,-0.47281504,0.87878656,0.34037685,1.1807823,-0.37386942,1.0117631,0.94741154,-0.25350666,-0.7951126,-0.17255783
k5_cluster_0,foveolar cell of stomach,k5_cluster_0,-1.7885413,-1.682414,-1.9741669,-2.0836105,-2.3508177,-1.6530757,-1.3097692,-1.5960312,-0.96299887,-1.2361927,-1.2992764,-2.3682508,-0.5838628,-0.96848345,0.501091,-0.81916046,-1.3507104,-1.1534729,-0.86929035,-0.07990599,-2.0749722,-0.94979477,-1.0710101,0.62084293,-0.9416728,1.0738616,-0.6534562,-0.41345692,-0.52788925,-1.7226777,-0.6193204,-1.0593491,-0.020665646,-1.4622726,-0.6856322,-0.5062456,-1.3117347,-0.8578286,-1.4437246,0.23726606,1.3919973,0.44147062,0.6357684,0.4760275,1.2010221,0.74713755,-0.11467409,0.13532686,1.2355742,0.56329775,-0.39813805,0.19871187,0.5435853,0.46145344,-0.69900894,0.1995058,1.4902668,-0.04280424,-0.6342783,1.1753092,-0.5879612,0.5057826,0.19049406,-0.122306824,-0.52492666,0.13958788,0.23058891,0.039404392,-0.3798852,0.19461727,-0.27698994,-0.9068012,-1.262147,0.024038315,-1.8033018,-0.43077707,-1.1369915,-0.85745955,1.6151624,0.4545908,0.12484121,0.7378583,-0.34872103,1.238842,2.2642536,2.7644458,1.9908705,1.6516614,1.1118402,1.840661,0.3858819,2.276979,-0.41377926,-0.5865989,-0.2543726,0.65497017,-0.5773139,1.0064044,2.0130644,1.2377434,1.5104332,1.0582709,-0.09445953,0.04143858,0.1305294,0.13318253,0.58840656,0.35362244,-0.75370073,-0.09785557,0.81953764,-0.034663677,0.5332384,1.0755243,0.74473715,-0.15240431,0.2829461,0.40655184,-0.65815973,0.17990828,0.85593796,2.112413,1.2177944,0.936203,0.49271345,0.117964745,0.30838394,1.6431518
k5_cluster_0,mucous neck cell,k5_cluster_0,-0.7288408,-2.3327823,-2.5501928,-2.1559744,-2.8624506,-1.2458477,-2.5886087,-1.2423162,-2.0041523,-3.1054792,-1.5387621,-2.3658738,-2.1765523,-1.6292882,-1.0401087,-1.0740867,-1.102912,-1.1149969,-1.4249663,-1.2715206,-2.2405386,-0.25292778,-0.26202917,0.6442461,-0.32942677,0.88486624,-0.79402876,-1.4895234,-0.33722925,-1.9307165,-1.0591617,-1.0993471,-0.43716717,-1.1318645,-0.26513863,0.41973686,-1.7539644,-1.1096463,-0.88094854,0.31728315,0.029607296,0.1670332,-0.76805973,-0.7714472,-0.29696178,0.37799883,-0.37198305,-0.26783752,-0.18890333,1.8235884,-0.4108076,1.1156511,0.22083855,0.6934724,-0.731019,0.6473937,0.387825,-0.2862754,-0.6669321,0.79885674,-0.513546,-0.5749407,-1.2699442,-0.41613102,0.12847757,-0.5125804,0.6687875,-1.6810999,-0.5847764,-1.0655441,0.43937826,-1.1035872,-1.057673,-1.3176389,-1.2616501,-1.1763511,-1.2571774,-0.4888072,0.10056305,-0.8003831,0.7657776,-0.1050334,0.07141638,-0.02664566,2.569458,2.5311685,1.5639877,1.6413932,1.1076155,1.5936956,-0.07729101,2.2656083,0.6210022,-1.3855691,-1.4401412,-0.39887953,-1.8239708,1.7713642,1.3807836,2.3016214,1.1441302,1.218236,-0.55737686,-0.35046816,-0.46570492,-0.06424332,1.6565657,1.5355682,0.16794062,1.0547814,1.1528716,-0.6982622,-0.44022608,-0.7018552,-0.1215086,-0.21667147,1.3212671,0.5485854,-0.64404535,1.1415701,-0.051864147,0.548213,0.62041426,0.39752245,0.32574654,1.3418708,-0.18947363,0.6753516
k5_cluster_0,club cell,k5_cluster_0,-3.1337633,-0.64223766,-1.5737672,-1.5078068,-1.9872332,-2.3177505,-2.0469232,-1.9624071,-0.68683624,-4.9136715,-0.77741003,-0.5893645,-1.1396985,-0.32158804,-1.8818083,-0.6817775,-1.6008196,-2.2272897,-1.7678742,-2.1658392,0.12891674,-1.1068659,-0.08983326,0.15997505,-1.0382981,-0.12437725,-0.56964445,-0.589705,-0.07197809,-0.9243212,-1.0290723,-1.4781108,-1.7310514,-1.0049891,-1.4889159,-0.49618626,-0.68523645,-0.5418401,-0.5848365,-0.65125656,0.06098032,-3.2470024,0.3563547,-0.035973072,0.9525156,0.65199566,0.05375576,-0.53284454,0.54480886,0.99441195,-1.3307157,0.39766026,1.0156322,-0.5438552,-0.59545326,0.24613094,-0.16087198,0.3874941,0.38847494,-0.85003996,-1.3530431,-2.5248623,-0.7663584,-1.7426677,-1.1493483,-0.68879175,0.0053133965,-1.1809688,-0.69043636,-0.7859564,0.36434317,-0.78216267,-0.5190592,-0.5953431,-0.06007433,-0.23459387,-0.5892515,-0.101477146,-0.64177275,-0.9086609,-0.56544304,-0.14536858,0.23005581,0.4571843,1.2038798,1.8629346,2.4259186,1.7151923,2.0089111,1.8529439,0.91016865,0.28575134,-1.0446572,0.7251568,0.3499627,0.20534039,0.9274154,1.1308079,-0.014738083,0.97963667,1.7829976,1.2826805,0.59664917,0.1446724,0.57356215,-0.14408207,0.3802595,-0.95696735,0.78378296,-0.52811766,0.5308461,-0.5840969,1.1111374,0.47420645,0.3715515,1.3753796,0.6688423,-0.099024296,-0.40180779,0.7015724,0.48744965,-0.78671503,0.8258171,0.8860798,0.6934233,1.1039667,0.7137356,0.88295364
k5_cluster_0,nasal mucosa goblet cell,k5_cluster_0,-2.6322608,-1.4683485,0.1566782,-1.2775569,-0.9915867,-1.8273935,-1.600915,-0.2830553,-0.40719557,-1.7741909,-0.6452136,-0.47210884,-1.0342278,0.5058694,-1.2136526,0.5831709,-1.463953,-0.8862405,-1.1973052,-0.33218813,0.45019722,-0.21687317,-0.37315702,1.1588221,-0.6630521,0.08460045,0.78981686,-0.13027477,-0.04925871,-0.8832116,-0.523541,-0.668056,-0.6897936,-0.6665597,-0.8998399,-0.49303722,-0.8940482,-0.28214073,-0.66156626,-0.10608959,0.5211177,-0.7145419,-0.13831806,0.39307642,0.17703962,0.8173895,0.5905447,1.5506296,0.24280024,1.1082163,0.29806042,0.8867607,0.63325596,-0.5462527,0.107991695,-0.28233528,1.209609,0.124945164,-0.11080837,-0.3013525,-0.39884472,0.37509012,-0.83068085,-2.9414563,-1.2750554,-0.3025713,0.424747,-1.2405205,-0.2387619,-0.77417994,0.8099742,-0.65538216,0.35234833,-0.13084126,0.5600953,-0.914237,0.5079665,-0.25396156,1.0045052,-0.07758045,-0.103415966,0.17677498,0.8548403,0.70478725,1.2314148,-0.9632635,1.7671657,1.6291924,1.1011586,2.0542645,0.46480322,0.49075603,-0.6022153,-0.31148815,0.5025077,0.075525284,1.5163698,0.8866205,0.15126657,1.1076951,1.4287629,1.530899,0.39901018,-0.13936663,1.2384977,0.30521488,-0.054845333,-0.17028761,0.7815676,-0.70203924,0.8249874,0.14211988,-0.13834715,0.77734137,0.28150702,0.98915005,0.8078027,1.6641631,0.2307334,0.51084805,1.3819294,-0.832386,1.8384957,1.1509075,1.0487585,0.4413762,0.060634136,0.33574724
k5_cluster_0,respiratory basal cell,k5_cluster_0,-2.1097336,-1.9743023,0.22307014,-0.79915094,-1.9936767,-3.0907693,-1.8263359,-1.6138105,-1.8281012,-2.9862533,-1.303205,0.2829399,-0.29308844,-0.16918135,0.24538231,0.11288929,-1.4968052,-1.7330084,-1.5207486,-0.8715019,0.41475677,-0.8963585,-0.78280115,0.268723,-4.2650623,-0.60569763,-1.1489825,-1.3044024,-0.73199224,-0.80006933,-1.0118456,-1.1472201,0.21796942,-1.0276151,-0.64683723,-1.2617364,-1.0010567,0.022243977,0.7722993,-0.54210186,0.334589,1.197433,1.2038913,-0.3144064,0.5975747,0.50168705,0.20624208,-0.5940976,0.28953123,0.80020905,-0.48398256,-0.014576435,-0.18570042,-0.3887534,0.0062732697,0.6926398,0.35670137,-0.17985296,0.5182519,-0.15655136,-0.18539429,0.84403515,-0.91903067,-1.2348099,-0.47468615,0.5167084,-0.70368385,-0.94162846,-0.7967963,-0.3842163,-0.0005297661,-0.89158916,0.2919941,-0.99232626,0.4515705,0.43778753,0.547709,-0.08535147,-0.23272085,0.21111917,-0.17017412,-0.102722645,0.27153635,0.9473777,1.4517403,2.489757,1.9459319,2.771349,1.6549902,0.9365921,-0.0023078918,-0.3024869,0.66206217,-0.48875713,0.6943722,-0.58377886,-0.8286762,1.7509856,0.61027384,0.7787461,1.8099518,0.3923068,-0.042243004,0.9020128,1.9848561,-0.2867651,0.9843788,0.16622925,-0.25425673,0.22625017,-0.09584713,0.28380537,-1.0193281,0.7874489,-0.41052485,1.1587777,0.37079048,-0.10058117,0.07863951,0.1878767,2.1628046,1.8646965,2.2972083,0.36254025,0.9161463,2.0543447,1.7920141,1.5681529
k5_cluster_0,respiratory hillock cell,k5_cluster_0,-2.1814914,-3.0251136,-0.52584124,-2.0389266,-2.2173781,-2.7199287,-2.8421936,-2.2215457,-2.2133818,-2.6605935,-2.1073937,-0.7673421,-0.20633936,0.45577097,-0.8509383,-0.8142929,-2.1682882,-2.0990524,0.48417473,-0.58446074,-1.3107548,-0.41672087,-2.0382671,0.3315668,-0.949738,-1.3718295,-1.2235222,-1.3667231,-1.3763251,-2.1165414,-2.3237672,-1.7194929,-0.47129393,-2.1054296,-1.3317175,-1.029274,-2.1132045,-1.1018529,-0.20530462,-0.7435174,-0.24057865,0.506382,-0.22565699,-0.7964587,0.63938,-0.21847391,-0.080832005,-0.06254101,-0.7326665,0.5269866,-1.3060622,-0.4951458,-0.40380764,-1.1582794,-1.7494688,0.11631298,0.7691207,-0.4698639,-0.3668027,-1.1709232,-1.267611,0.42210484,-0.29303217,-0.3318863,-1.5711708,0.19197512,-1.880837,-1.7448564,-0.62170744,-0.14736748,-0.89851856,-1.4006152,-0.29396152,-1.4400692,0.3249693,-0.42680216,0.6199975,-0.63212156,-0.9167156,-0.33935547,-0.84202147,0.20281982,-0.44519997,-1.6772037,0.630599,3.0138555,1.2545142,1.6543117,1.4293776,1.5108333,-0.636292,-1.3624458,-2.010529,-0.9761486,-0.31974936,-0.728004,-0.89313364,1.591784,0.2763133,0.5828142,0.65935993,0.15538931,-0.3851614,0.8248267,1.2262917,-0.62134266,0.21197176,-0.65280104,-0.31210947,-0.41762257,-0.2038188,-0.4062171,-0.94584656,-0.119960785,-0.2520671,0.76382303,-0.31288004,0.089030266,-0.3855524,-0.18759584,1.5185022,0.8110156,2.1166978,-1.2256007,0.25385904,0.8542242,0.019163132,1.7967691
k5_cluster_1,chandelier pvalb GABAergic cortical interneuron,k5_cluster_1,-0.28038025,0.25259113,0.7703638,-2.2557225,-0.4437828,-2.3701963,-2.2159553,-0.91487694,-1.8764486,-1.7546864,-1.2099648,-1.069622,-1.0160456,-1.4033422,0.8116007,-0.043250084,-1.0993996,-0.6849828,-0.5488725,-1.1993318,-1.8291044,-0.44714975,1.407402,-1.6464181,-0.76707363,1.3601022,-0.36660862,-1.2435417,-0.22545052,0.07338476,-1.1479654,-0.43890953,0.87791634,0.9344454,-1.1308861,-1.2602916,-1.1987014,-0.9487357,0.68495893,0.50609493,0.026676178,1.9515619,0.63203907,0.40201902,1.3260617,-0.025742054,-0.17477465,1.6073937,0.33921766,0.08386898,-0.6158948,-1.3305817,-0.08378315,1.1443906,-0.1885519,0.8046794,-1.4879041,-0.22776175,-0.45468473,0.31927204,1.9579906,-0.0070676804,-0.3698535,-0.028030872,0.6984639,1.3807373,0.379488,1.4536357,-0.71562433,-0.3058052,1.4062147,1.223309,1.7916241,0.85875654,-0.9002719,1.4619951,-0.2789755,-0.32268095,0.49858332,-0.48727512,1.4553123,0.5094657,0.9773197,3.5144572,2.8883204,2.6613102,2.5163202,2.1070876,3.2644715,2.5632734,2.6630177,0.09142208,2.4034505,2.30198,0.3013091,-0.50029516,1.008461,0.3979869,0.049269676,1.7998791,0.9215393,2.3166146,0.11882591,-0.9519353,-0.06529236,1.6092787,1.0511413,2.4885426,0.95656586,1.6691585,2.191609,2.129364,-0.4007411,2.6835475,2.4399123,2.9924574,3.0740318,2.2465749,2.9685402,3.1589952,-0.11610603,2.7767158,3.1685414,0.3277011,3.2061496,1.2031374,2.5023222,2.5516577
