source,target,distance,rank
IgA plasma cell,vein endothelial cell,0.4015288383414519,17
IgA plasma cell,"CD16+, CD56-dim NK cell",0.4029149698350645,18
IgA plasma cell,kidney loop Henle thin asc. limb epith. cell,0.404397688339448,19
IgA plasma cell,mem. B cell,0.40521606880037775,20
IgG plasma cell,IgA plasma cell,0.19902536921142644,1
IgG plasma cell,naive B cell,0.27229561572267735,2
IgG plasma cell,class switched mem. B cell,0.28825303755343823,3
IgG plasma cell,T follicular helper cell,0.3107976262510259,4
IgG plasma cell,plasma cell,0.31473483607856667,5
IgG plasma cell,"CD16+, CD56-dim NK cell",0.3246912966303084,6
IgG plasma cell,erythrocyte,0.32477387256811263,7
IgG plasma cell,immature B cell,0.32861966475614757,8
IgG plasma cell,plasmablast,0.3297252011835826,9
IgG plasma cell,mem. B cell,0.33098156454582484,10
IgG plasma cell,B cell,0.3351099181397079,11
IgG plasma cell,innate lymphoid cell,0.3387288349117724,12
IgG plasma cell,"effector CD8+, alpha-beta T cell",0.34008804542821125,13
IgG plasma cell,NK cell,0.34127343200098625,14
IgG plasma cell,kidney distal convoluted tubule epith. cell,0.3435371219306693,15
IgG plasma cell,foveolar cell of stomach,0.3466527207613255,16
IgG plasma cell,alveolar type 1 fibroblast cell,0.35045057512150757,17
IgG plasma cell,vip GABAergic cortical interneuron,0.35182289025047453,18
IgG plasma cell,astrocyte,0.35555966682911255,19
IgG plasma cell,pericyte,0.35659045505616305,20
L2/3-6 IT projecting neuron,monocyte,0.3302336159888839,1
L2/3-6 IT projecting neuron,clas. monocyte,0.3450780329108505,2
L2/3-6 IT projecting neuron,"activated CD8+, alpha-beta T cell",0.3489545838657233,3
L2/3-6 IT projecting neuron,"effector mem. CD4+, alpha-beta T cell",0.35453965295517165,4
L2/3-6 IT projecting neuron,T cell,0.3573594784779094,5
L2/3-6 IT projecting neuron,T follicular helper cell,0.35895020991822146,6
L2/3-6 IT projecting neuron,"CD8+, alpha-beta T cell",0.3631992298082771,7
L2/3-6 IT projecting neuron,gamma-delta T cell,0.3635794645296905,8
L2/3-6 IT projecting neuron,"CD4+, alpha-beta T cell",0.3684250789735063,9
L2/3-6 IT projecting neuron,alpha-beta T cell,0.3685172305888842,10
L2/3-6 IT projecting neuron,erythrocyte,0.3690798527636914,11
L2/3-6 IT projecting neuron,mast cell,0.3720277322732958,12
L2/3-6 IT projecting neuron,CD4+ helper T cell,0.3725353431699888,13
L2/3-6 IT projecting neuron,"CD4+, alpha-beta cytotoxic T cell",0.3725952964984841,14
L2/3-6 IT projecting neuron,plasmacytoid dendritic cell,0.3743038463441303,15
L2/3-6 IT projecting neuron,T-helper 17 cell,0.37801805723956927,16
L2/3-6 IT projecting neuron,neuron,0.3793966497192943,17
L2/3-6 IT projecting neuron,intermediate monocyte,0.3806526757648855,18
L2/3-6 IT projecting neuron,"central mem. CD8+, alpha-beta T cell",0.3823957281030489,19
L2/3-6 IT projecting neuron,"central mem. CD4+, alpha-beta T cell",0.38556940243692506,20
L6b glutamatergic cortical neuron,type II pneumocyte,0.33847543281798864,1
L6b glutamatergic cortical neuron,ciliated columnar cell of tracheobronchial tree,0.35156336314565295,2
L6b glutamatergic cortical neuron,clas. monocyte,0.36930905668072633,3
L6b glutamatergic cortical neuron,"double+, alpha-beta thymocyte",0.371840825256016,4
L6b glutamatergic cortical neuron,retinal ganglion cell,0.3767400586594891,5
L6b glutamatergic cortical neuron,mesothelial cell,0.3785417545699282,6
L6b glutamatergic cortical neuron,tracheal goblet cell,0.38423931401851275,7
L6b glutamatergic cortical neuron,endothelial cell of artery,0.3893913042742079,8
L6b glutamatergic cortical neuron,alpha-beta T cell,0.3913713378575594,9
L6b glutamatergic cortical neuron,erythrocyte,0.3954682266151601,10
L6b glutamatergic cortical neuron,"central mem. CD8+, alpha-beta T cell",0.401680354622414,11
L6b glutamatergic cortical neuron,respiratory hillock cell,0.4024255922985953,12
L6b glutamatergic cortical neuron,"CD8+, alpha-beta mem. T cell",0.40700379704847267,13
L6b glutamatergic cortical neuron,megakaryocyte-erythroid progenitor cell,0.40806111571256654,14
L6b glutamatergic cortical neuron,glutamatergic neuron,0.40906961549327414,15
L6b glutamatergic cortical neuron,Schwann cell,0.40983364529302924,16
L6b glutamatergic cortical neuron,kidney loop Henle thin des. limb epith. cell,0.41247344819444665,17
L6b glutamatergic cortical neuron,nasal mucosa goblet cell,0.41340159510069596,18
L6b glutamatergic cortical neuron,CD14+ monocyte,0.414203478393254,19
L6b glutamatergic cortical neuron,"CD8+, alpha-beta T cell",0.4155385618247397,20
Schwann cell,respiratory hillock cell,0.3007976579496927,1
Schwann cell,club cell,0.30906657830853623,2
Schwann cell,keratinocyte,0.31117448987650553,3
Schwann cell,endothelial cell of lymphatic vessel,0.3240508494242672,4
Schwann cell,enteroendocrine cell,0.3329135006966262,5
Schwann cell,smooth muscle cell,0.33457823760777483,6
Schwann cell,pericyte,0.3532992146277115,7
Schwann cell,macrophage,0.3625843789757738,8
Schwann cell,T cell,0.36283042332172144,9
Schwann cell,intermediate monocyte,0.3722138344670276,10
Schwann cell,endothelial cell,0.37309272041205377,11
Schwann cell,erythroblast,0.37343440105259595,12
Schwann cell,basal cell,0.37525925291380346,13
Schwann cell,"CD8+, alpha-beta cytotoxic T cell",0.3787454785562403,14
Schwann cell,mature NK T cell,0.38437607509630245,15
Schwann cell,"effector CD8+, alpha-beta T cell",0.386707414361094,16
Schwann cell,retinal ganglion cell,0.38671188726778405,17
Schwann cell,vascular assoc. smooth muscle cell,0.3876207824950655,18
Schwann cell,"CD8+, alpha-beta mem. T cell",0.3881259500689346,19
Schwann cell,goblet cell,0.3912576659373541,20
T cell,innate lymphoid cell,0.17970449673103273,1
T cell,CD4+ helper T cell,0.2206687989964421,2
T cell,"CD8+, alpha-beta T cell",0.2497392145522832,3
T cell,"effector CD8+, alpha-beta T cell",0.2512748439887743,4
T cell,"CD4+, alpha-beta T cell",0.2609330797294388,5
T cell,macrophage,0.26227362022644074,6
T cell,mature NK T cell,0.2727748458405471,7
T cell,"CD8+, alpha-beta mem. T cell",0.27771019626055016,8
T cell,erythrocyte,0.2781558124579194,9
T cell,NK cell,0.2859633361424476,10
T cell,T-helper 17 cell,0.2907818917375964,11
T cell,mem. T cell,0.2941049682710276,12
T cell,alpha-beta T cell,0.2941106474344015,13
T cell,monocyte,0.3003750354701249,14
T cell,"activated CD8+, alpha-beta T cell",0.30447711009586065,15
T cell,"naive thym.-der. CD8+, alpha-beta T cell",0.30743994506120986,16
T cell,T follicular helper cell,0.31082511597664486,17
T cell,mast cell,0.3135660334763153,18
T cell,mature T cell,0.3159823318258326,19
T cell,intermediate monocyte,0.31625925581988323,20
T follicular helper cell,mem. T cell,0.14130735456343302,1
T follicular helper cell,"activated CD4+, alpha-beta T cell",0.17793808683847556,2
T follicular helper cell,CD4+ helper T cell,0.1866066773416417,3
T follicular helper cell,"central mem. CD4+, alpha-beta T cell",0.20978568926904173,4
T follicular helper cell,T-helper 17 cell,0.2219676296147569,5
T follicular helper cell,innate lymphoid cell,0.2265934414496199,6
T follicular helper cell,"naive thym.-der. CD4+, alpha-beta T cell",0.2294116366807708,7
T follicular helper cell,"CD4+, alpha-beta T cell",0.2305149508056703,8
T follicular helper cell,regulatory T cell,0.24844153716174378,9
T follicular helper cell,"effector CD8+, alpha-beta T cell",0.2621302107950412,10
T follicular helper cell,"effector mem. CD4+, alpha-beta T cell",0.26223840723558334,11
T follicular helper cell,"activated CD8+, alpha-beta T cell",0.26676462016029534,12
T follicular helper cell,T-helper 22 cell,0.28512700676437897,13
T follicular helper cell,mature NK T cell,0.2891423019189632,14
T follicular helper cell,gamma-delta T cell,0.2947315048624025,15
T follicular helper cell,"CD4+, alpha-beta mem. T cell",0.2977880293444958,16
T follicular helper cell,"CD8+, alpha-beta T cell",0.30211858848868745,17
T follicular helper cell,IgG plasma cell,0.3107976262510259,18
T follicular helper cell,T cell,0.31082511597664486,19
T follicular helper cell,alpha-beta T cell,0.31909585364092463,20
T-helper 17 cell,mem. T cell,0.20262040582062124,1
T-helper 17 cell,T follicular helper cell,0.2219676296147569,2
T-helper 17 cell,CD4+ helper T cell,0.22629098556050242,3
T-helper 17 cell,"activated CD4+, alpha-beta T cell",0.23209600458864132,4
T-helper 17 cell,"CD4+, alpha-beta T cell",0.2381756335025328,5
T-helper 17 cell,"CD8+, alpha-beta T cell",0.2537207205577149,6
T-helper 17 cell,innate lymphoid cell,0.2561737273220275,7
T-helper 17 cell,"activated CD8+, alpha-beta T cell",0.2663047287160414,8
T-helper 17 cell,"effector mem. CD4+, alpha-beta T cell",0.27226338796049754,9
T-helper 17 cell,mature NK T cell,0.2809590710811738,10
T-helper 17 cell,regulatory T cell,0.28620314970298766,11
T-helper 17 cell,T cell,0.2907818917375964,12
T-helper 17 cell,NK cell,0.3042678131624492,13
T-helper 17 cell,"effector CD8+, alpha-beta T cell",0.316368895687271,14
T-helper 17 cell,"central mem. CD4+, alpha-beta T cell",0.32009703747997886,15
T-helper 17 cell,naive T cell,0.3237786265949034,16
T-helper 17 cell,leukocyte,0.33148416477991216,17
T-helper 17 cell,double negative T regulatory cell,0.3395898212136802,18
T-helper 17 cell,T-helper 22 cell,0.34164876058449023,19
T-helper 17 cell,mucosal invariant T cell,0.3455772771125676,20
T-helper 22 cell,T follicular helper cell,0.28512700676437897,1
T-helper 22 cell,"naive thym.-der. CD4+, alpha-beta T cell",0.29506659148020886,2
T-helper 22 cell,"central mem. CD4+, alpha-beta T cell",0.29705528347668475,3
T-helper 22 cell,mem. T cell,0.3252858896606978,4
T-helper 22 cell,"effector mem. CD4+, alpha-beta T cell",0.32954592918495573,5
T-helper 22 cell,T-helper 17 cell,0.34164876058449023,6
T-helper 22 cell,regulatory T cell,0.3487656727720848,7
T-helper 22 cell,"CD4+, alpha-beta T cell",0.34931314908850963,8
T-helper 22 cell,mature NK T cell,0.3547525771980484,9
T-helper 22 cell,CD4+ helper T cell,0.3550639204698769,10
T-helper 22 cell,mucosal invariant T cell,0.366232087549932,11
T-helper 22 cell,"CD4+, alpha-beta mem. T cell",0.3663031430720053,12
T-helper 22 cell,gamma-delta T cell,0.3791426636220314,13
T-helper 22 cell,"effector CD8+, alpha-beta T cell",0.38092951957020893,14
T-helper 22 cell,"activated CD4+, alpha-beta T cell",0.38605438708757767,15
T-helper 22 cell,"naive thym.-der. CD8+, alpha-beta T cell",0.3883655038881706,16
T-helper 22 cell,IgG plasma cell,0.3936615823825421,17
T-helper 22 cell,IgA plasma cell,0.398473314660443,18
T-helper 22 cell,innate lymphoid cell,0.4117645733533063,19
T-helper 22 cell,erythroblast,0.4337243908684858,20
"activated CD4+, alpha-beta T cell",T follicular helper cell,0.17793808683847556,1
"activated CD4+, alpha-beta T cell",mem. T cell,0.1926245880936458,2
"activated CD4+, alpha-beta T cell","activated CD8+, alpha-beta T cell",0.2122711127666237,3
"activated CD4+, alpha-beta T cell",T-helper 17 cell,0.23209600458864132,4
"activated CD4+, alpha-beta T cell",regulatory T cell,0.23451038346392272,5
"activated CD4+, alpha-beta T cell",CD4+ helper T cell,0.23949611525279002,6
"activated CD4+, alpha-beta T cell",innate lymphoid cell,0.2418071531205631,7
"activated CD4+, alpha-beta T cell","CD4+, alpha-beta T cell",0.2460040294929673,8
"activated CD4+, alpha-beta T cell","CD8+, alpha-beta T cell",0.2663100104643247,9
"activated CD4+, alpha-beta T cell","CD4+, alpha-beta mem. T cell",0.2734342785593966,10
"activated CD4+, alpha-beta T cell","naive thym.-der. CD4+, alpha-beta T cell",0.2739331622708032,11
"activated CD4+, alpha-beta T cell",kidney interstitial fibroblast,0.28496036467096864,12
"activated CD4+, alpha-beta T cell","central mem. CD4+, alpha-beta T cell",0.30993827807060237,13
"activated CD4+, alpha-beta T cell",mature alpha-beta T cell,0.3102485041997559,14
"activated CD4+, alpha-beta T cell","effector CD8+, alpha-beta T cell",0.3169137309837421,15
"activated CD4+, alpha-beta T cell",T cell,0.32710355531020385,16
"activated CD4+, alpha-beta T cell",intermediate monocyte,0.3357070609632008,17
"activated CD4+, alpha-beta T cell",amacrine cell,0.34384930434878425,18
"activated CD4+, alpha-beta T cell",naive T cell,0.34404016167226004,19
"activated CD4+, alpha-beta T cell",NK cell,0.3600854843472824,20
"activated CD8+, alpha-beta T cell",mem. T cell,0.1583669556918521,1
"activated CD8+, alpha-beta T cell","activated CD4+, alpha-beta T cell",0.2122711127666237,2
"activated CD8+, alpha-beta T cell","CD8+, alpha-beta T cell",0.22056052470489163,3
"activated CD8+, alpha-beta T cell","CD8+, alpha-beta mem. T cell",0.2243227896296005,4
"activated CD8+, alpha-beta T cell",gamma-delta T cell,0.22959748184202577,5
"activated CD8+, alpha-beta T cell","effector mem. CD8+, alpha-beta T cell",0.2514555058086446,6
"activated CD8+, alpha-beta T cell","effector CD8+, alpha-beta T cell",0.25942431953294076,7
"activated CD8+, alpha-beta T cell",regulatory T cell,0.25981752147055204,8
"activated CD8+, alpha-beta T cell","central mem. CD8+, alpha-beta T cell",0.26403882185656324,9
"activated CD8+, alpha-beta T cell",T-helper 17 cell,0.2663047287160414,10
"activated CD8+, alpha-beta T cell",T follicular helper cell,0.26676462016029534,11
"activated CD8+, alpha-beta T cell","CD4+, alpha-beta T cell",0.2776285581257405,12
"activated CD8+, alpha-beta T cell","CD8+, alpha-beta cytotoxic T cell",0.2779081889993609,13
"activated CD8+, alpha-beta T cell","effector mem. CD8+, alpha-beta T cell, term. diff.",0.2865721615663499,14
"activated CD8+, alpha-beta T cell",innate lymphoid cell,0.2949490384165908,15
"activated CD8+, alpha-beta T cell",mucosal invariant T cell,0.29568944201439884,16
"activated CD8+, alpha-beta T cell","CD8-alpha-alpha+, lpha-eta intraepith. T cell",0.30343720492456105,17
"activated CD8+, alpha-beta T cell",T cell,0.30447711009586065,18
"activated CD8+, alpha-beta T cell",mature T cell,0.31122013771413537,19
"activated CD8+, alpha-beta T cell",alpha-beta T cell,0.31512486154377817,20
alpha-beta T cell,"CD8+, alpha-beta T cell",0.2620932439378598,1
alpha-beta T cell,"CD4+, alpha-beta T cell",0.27361347516102585,2
alpha-beta T cell,"effector CD8+, alpha-beta T cell",0.2868513435026977,3
alpha-beta T cell,T cell,0.2941106474344015,4
alpha-beta T cell,"central mem. CD8+, alpha-beta T cell",0.30349205982404925,5
alpha-beta T cell,CD4+ helper T cell,0.3057819601049021,6
alpha-beta T cell,innate lymphoid cell,0.31061969037990944,7
alpha-beta T cell,"CD8+, alpha-beta mem. T cell",0.3127946062064194,8
alpha-beta T cell,"naive thym.-der. CD8+, alpha-beta T cell",0.31303537854832153,9
alpha-beta T cell,mem. T cell,0.31484077987957493,10
alpha-beta T cell,"activated CD8+, alpha-beta T cell",0.31512486154377817,11
alpha-beta T cell,gamma-delta T cell,0.31634374129014364,12
alpha-beta T cell,T follicular helper cell,0.31909585364092463,13
alpha-beta T cell,erythrocyte,0.3241204989296317,14
alpha-beta T cell,"CD8-alpha-alpha+, lpha-eta intraepith. T cell",0.3252994352760693,15
alpha-beta T cell,"double+, alpha-beta thymocyte",0.3308244255868872,16
alpha-beta T cell,regulatory T cell,0.33246753573535404,17
alpha-beta T cell,"naive thym.-der. CD4+, alpha-beta T cell",0.3376852224379312,18
alpha-beta T cell,naive T cell,0.3383618316016992,19
alpha-beta T cell,clas. monocyte,0.34042376893423076,20
alternatively activated macrophage,macrophage,0.36299079316365057,1
alternatively activated macrophage,hematopoietic stem cell,0.3835250718673877,2
alternatively activated macrophage,intermediate monocyte,0.3894197047410869,3
alternatively activated macrophage,granulocyte,0.39040766193822185,4
alternatively activated macrophage,endothelial cell of artery,0.39436302928591394,5
alternatively activated macrophage,clas. monocyte,0.41923624344008836,6
alternatively activated macrophage,lung macrophage,0.42109553728684923,7
alternatively activated macrophage,monocyte,0.4283456984437166,8
alternatively activated macrophage,L6b glutamatergic cortical neuron,0.4293243057000037,9
alternatively activated macrophage,"central mem. CD8+, alpha-beta T cell",0.4451605299984842,10
alternatively activated macrophage,mem. T cell,0.44659768997511207,11
alternatively activated macrophage,endothelial cell of lymphatic vessel,0.4485031243112714,12
alternatively activated macrophage,"effector CD8+, alpha-beta T cell",0.45156677242656995,13
alternatively activated macrophage,"CD8+, alpha-beta T cell",0.4528601438879861,14
alternatively activated macrophage,mature NK T cell,0.4536187025530438,15
alternatively activated macrophage,vein endothelial cell,0.45845771704462634,16
alternatively activated macrophage,"activated CD8+, alpha-beta T cell",0.4590570950581264,17
alternatively activated macrophage,tracheal goblet cell,0.46099269692753186,18
alternatively activated macrophage,T cell,0.4611503404316114,19
alternatively activated macrophage,dendritic cell,0.4619293680283497,20
alveolar macrophage,macrophage,0.21945179628009315,1
alveolar macrophage,pericyte,0.313771125094538,2
alveolar macrophage,clas. monocyte,0.3455534972782881,3
alveolar macrophage,club cell,0.3500787544362899,4
alveolar macrophage,microglial cell,0.3589795105934265,5
alveolar macrophage,endothelial cell of lymphatic vessel,0.3615314021631785,6
alveolar macrophage,intermediate monocyte,0.3624503857993794,7
alveolar macrophage,epith. cell of proximal tubule,0.36740793024702745,8
alveolar macrophage,monocyte,0.36973390275068096,9
alveolar macrophage,capillary endothelial cell,0.3713129105580658,10
alveolar macrophage,elicited macrophage,0.37712327381470323,11
alveolar macrophage,CD14+ monocyte,0.3796142958120885,12
alveolar macrophage,"CD4+, alpha-beta T cell",0.3832522219354768,13
alveolar macrophage,type II pneumocyte,0.39092192467097064,14
alveolar macrophage,retinal cone cell,0.3943598415340599,15
alveolar macrophage,vascular assoc. smooth muscle cell,0.39532809848924444,16
alveolar macrophage,luminal epith. cell of mammary gland,0.39634254422711657,17
alveolar macrophage,dendritic cell,0.39708259972553617,18
alveolar macrophage,"CD8+, alpha-beta T cell",0.39955547486915366,19
alveolar macrophage,nasal mucosa goblet cell,0.4027975406040002,20
alveolar type 1 fibroblast cell,IgG plasma cell,0.35045057512150757,1
alveolar type 1 fibroblast cell,kidney loop Henle thin des. limb epith. cell,0.3526458372088984,2
alveolar type 1 fibroblast cell,nasal mucosa goblet cell,0.3701791610721885,3
alveolar type 1 fibroblast cell,enteric smooth muscle cell,0.3748695980451946,4
alveolar type 1 fibroblast cell,type I pneumocyte,0.3914259438521124,5
alveolar type 1 fibroblast cell,retinal rod cell,0.39244781035967435,6
alveolar type 1 fibroblast cell,cardiac neuron,0.39663269617760943,7
alveolar type 1 fibroblast cell,smooth muscle cell,0.4074082375636957,8
alveolar type 1 fibroblast cell,lung macrophage,0.40854079588197045,9
alveolar type 1 fibroblast cell,alveolar type 2 fibroblast cell,0.41070636324016263,10
alveolar type 1 fibroblast cell,kidney interstitial fibroblast,0.4115671143224894,11
alveolar type 1 fibroblast cell,immature B cell,0.41590285707497154,12
alveolar type 1 fibroblast cell,enteroendocrine cell,0.4180858932970868,13
alveolar type 1 fibroblast cell,fallopian tube secretory epith. cell,0.42358676725181266,14
